postime,time_est,icao,call,sqk,lat,long,alt,vsi,cmsgs,tsecs
1515372629986,1515372631186,A0547F,N120JE,1014,41.02761799,-74.03234899,1525,0,2823,549
1515372632658,1515372632874,A0547F,N120JE,,41.02619899,-74.03216600,1500,0,4251,503
1515372633960,1515372633837,A0547F,N120JE,1014,41.02542100,-74.03216600,1500,0,7152,3158
1515372612163,1515372636449,A0547F,N120JE,1014,41.03831100,-74.04204599,1500,0,537,479
1515372690970,1515372691186,A0547F,N120JE,1014,40.99050100,-74.04473099,1525,0,3475,609
1515372692502,1515372691874,A0547F,N120JE,1014,40.98944099,-74.04516599,1525,0,5169,562
1515372691631,1515372692837,A0547F,N120JE,1014,40.99008200,-74.04492200,1525,0,7287,3217
1515372612163,1515372694449,A0547F,N120JE,1014,41.03831100,-74.04204599,1500,0,539,537
1515372750939,1515372750186,A0547F,N120JE,1014,40.94934099,-74.05297899,1500,0,4111,668
1515372751487,1515372751874,A0547F,N120JE,1014,40.94934099,-74.05297899,1525,0,6239,622
1515372752552,1515372752837,A0547F,N120JE,1014,40.94833400,-74.05303999,1525,0,7585,3277
1515372750177,1515372753449,A0547F,N120JE,1014,40.95043900,-74.05285600,1500,0,564,596
1515372810236,1515372811186,A0547F,N120JE,1014,40.90818800,-74.05541999,725,-896,4842,729
1515372812143,1515372811874,A0547F,N120JE,1014,40.90695199,-74.05548100,700,-896,7076,682
1515372813083,1515372813837,A0547F,N120JE,1014,40.90626499,-74.05548100,675,-960,8529,3338
1515372758177,1515372814449,A0547F,N120JE,1014,40.94554099,-74.05322300,825,-768,585,657
1515372855799,1515372872186,A0547F,N120JE,1014,40.88114900,-74.05734300,50,-640,5117,790
1515372873456,1515372872874,A0547F,N120JE,1014,40.87147499,-74.05792200,-100,-832,7769,743
1515372873426,1515372873837,A0547F,N120JE,1014,40.87147499,-74.05792200,-100,-832,9753,3398
1515372758177,1515372874449,A0547F,N120JE,1014,40.94554099,-74.05322300,400,-832,593,717
1515372884893,1515372932874,A0547F,N120JE,1014,40.86506700,-74.05841100,-300,-640,7826,803
1515372892332,1515372933837,A0547F,N120JE,1014,40.86090099,-74.05871600,-325,-640,9995,3458
1515769224268,1515769230440,A0547F,N120JE,,40.83448800,-74.08612100,1400,0,67,14
,1515769231549,A0547F,,,,,1400,1600,10,10
1515769233893,1515769233393,A0547F,N120JE,2215,40.82867399,-74.09484899,1400,64,946,33
,1515769236000,A0547F,N120JE,,,,1400,512,235,22
1515769224268,1515769290440,A0547F,N120JE,,40.83448800,-74.08612100,1450,0,89,74
1515769288784,1515769292549,A0547F,N120JE,,40.81352199,-74.17059299,2300,3712,316,71
1515769293862,1515769293393,A0547F,N120JE,2215,40.81361400,-74.17877199,2425,4480,2335,93
1515769296375,1515769296000,A0547F,N120JE,2215,40.81370499,-74.18225099,2625,5056,692,82
1515769344191,1515769351440,A0547F,N120JE,,40.81512500,-74.25183099,6775,3456,120,135
1515769352738,1515769352549,A0547F,N120JE,2215,40.81530800,-74.26422100,6875,3200,1623,131
1515769350160,1515769353550,A0547F,N120JE,2215,40.81526199,-74.26043699,6925,3200,370,58
1515769354894,1515769354393,A0547F,N120JE,2215,40.81535300,-74.26739499,6975,3200,3988,154
,1515769355750,A0547F,,2215,,,6450,3904,46,58
1515769354905,1515769357000,A0547F,N120JE,2215,40.81535300,-74.26739499,7100,3264,1543,143
1515769410816,1515769410440,A0547F,N120JE,2215,40.81535300,-74.35199000,10000,2944,732,194
1515769411660,1515769411549,A0547F,N120JE,2215,40.81537300,-74.35290899,10050,2880,2882,190
1515769410863,1515769412550,A0547F,N120JE,2215,40.81535300,-74.35199000,10075,2880,1103,117
1515769413973,1515769413393,A0547F,N120JE,2215,40.81544499,-74.35662800,10125,3008,5291,213
1515769398124,1515769415750,A0547F,N120JE,2215,40.81514000,-74.33131099,10175,3520,90,118
1515769415686,1515769416000,A0547F,N120JE,2215,40.81546600,-74.35908899,10250,3008,2593,202
1515769471113,1515769471440,A0547F,N120JE,2215,40.80221600,-74.45318600,11375,2112,1356,255
1515769472723,1515769472549,A0547F,N120JE,2215,40.80198699,-74.45623799,11425,2176,3743,251
1515769473645,1515769473550,A0547F,N120JE,2215,40.80187300,-74.45777900,11450,2240,1724,178
1515769473692,1515769474393,A0547F,N120JE,2215,40.80187300,-74.45777900,11475,1856,5674,274
1515769437076,1515769475750,A0547F,N120JE,2215,40.81320199,-74.39300500,11075,3520,144,178
1515769477123,1515769477000,A0547F,N120JE,2215,40.80180399,-74.46435499,11600,2560,3247,263
1515769509879,1515769531440,A0547F,N120JE,2215,40.81338499,-74.52917499,13750,2176,1509,315
1515769532427,1515769532549,A0547F,N120JE,2215,40.82375199,-74.57425899,13800,2304,4322,311
1515769529770,1515769533550,A0547F,N120JE,2215,40.82244899,-74.56866499,13775,2304,2125,238
1515769530692,1515769534393,A0547F,N120JE,2215,40.82290600,-74.57061799,13850,2304,6131,334
1515769437076,1515769536750,A0547F,N120JE,2215,40.81320199,-74.39300500,12200,3520,146,239
1515769537529,1515769537000,A0547F,N120JE,2215,40.82598699,-74.58437100,13950,2240,3905,323
1515769509879,1515769591440,A0547F,N120JE,2215,40.81338499,-74.52917499,15750,2304,1565,375
1515769591083,1515769592549,A0547F,N120JE,2215,40.85051000,-74.69476299,15900,2368,4839,371
1515769593724,1515769593550,A0547F,N120JE,2215,40.85170000,-74.70019499,15925,2368,2398,298
1515769594833,1515769595393,A0547F,N120JE,2215,40.85215800,-74.70227099,15975,2432,6309,395
1515769566419,1515769598000,A0547F,N120JE,2215,40.83897400,-74.64276099,15200,2048,4292,384
1515769509879,1515769651440,A0547F,N120JE,2215,40.81338499,-74.52917499,4698,2304,1581,435
1515769652271,1515769652549,A0547F,N120JE,2215,40.87426800,-74.82336399,16975,128,5319,431
1515769653412,1515769653550,A0547F,N120JE,2215,40.87445100,-74.82550000,16975,192,2767,358
1515769654396,1515769654393,A0547F,N120JE,2215,40.87472499,-74.82844500,17000,192,6484,454
1515769566419,1515769657000,A0547F,N120JE,2215,40.83897400,-74.64276099,16975,2048,4293,443
1515769509879,1515769710440,A0547F,N120JE,2215,40.81338499,-74.52917499,17025,512,1592,494
1515769712272,1515769711549,A0547F,N120JE,2215,40.83673100,-74.92834499,17525,2240,5835,490
1515769711897,1515769712550,A0547F,N120JE,2215,40.83718900,-74.92785600,17525,2240,3121,417
1515769713865,1515769713393,A0547F,N120JE,2215,40.83480800,-74.93048100,17550,2176,6902,513
1515769509879,1515769771440,A0547F,N120JE,2215,40.81338499,-74.52917499,19400,512,1594,555
1515769771710,1515769772549,A0547F,N120JE,2215,40.77726700,-75.02258299,19550,1792,6228,551
1515769772241,1515769773550,A0547F,N120JE,2215,40.77676400,-75.02362100,19550,1792,3506,478
1515769775366,1515769775393,A0547F,N120JE,2215,40.77424599,-75.02850300,19600,1792,7259,575
1515769778104,1515769778136,A0547F,,,40.77177400,-75.03338599,19675,1792,93,38
1515769832773,1515769832549,A0547F,N120JE,2215,40.72297700,-75.12927200,21250,1536,6539,611
1515769823038,1515769833550,A0547F,N120JE,2215,40.73162800,-75.11230500,21250,1600,3596,538
1515769833913,1515769835393,A0547F,N120JE,2215,40.72187799,-75.13134800,21325,1664,7532,635
1515769830228,1515769836823,A0547F,,,40.72531099,-75.12463400,21200,1600,23,51
,1515769837088,A0547F,,,,,21375,1600,27,37
1515769838744,1515769838136,A0547F,N120JE,,40.71757499,-75.13989300,21425,1728,263,98
1515769864851,1515769891440,A0547F,N120JE,2215,40.69381700,-75.18634000,22550,1600,1614,675
